hGrp	HG00096
M3d1a1	1	32-15
M3d1a	1	32-14
M3d	2	32-11
M4	4	32-13
M4"67	1	32-8
M4"67_T16311C	1	32-9
M4a	1	32-14
M4b	3	33-15
M5	2	32-9
M5a1	3	32-16
M5a1a	4	32-20
M5a1b	2	32-18
M5a2	1	32-14
M5a2a1	1	32-16
M5a2a1a1	1	32-18
M5a2a1a2	1	32-18
M5a2a1a	1	32-17
M5a2a2	2	32-17
M5a2a3	2	32-17
M5a2a4	4	32-19
M5a2a	1	32-15
M5a3	2	32-15
M5a3a	2	32-17
M5a3b	2	32-17
M5a4	4	32-17
M5a5	2	32-15
M5a	1	32-13
M5a'd	3	32-12
M5b1	5	32-16
M5b2	2	32-13
M5b2a	2	32-15
M5b2b1	2	33-15
M5b2b1a	3	33-18
M5b2b	1	32-14
M5b	1	32-11
M5b'c	1	32-10
M5c1	5	33-16
M5c2	5	33-16
M5c	2	32-12
M5d	4	32-16
M6	6	32-13
M6a1	3	32-19
M6a1a	2	32-21
M6a1b	8	33-26
M6a2	4	32-20
M6a	3	32-16
M6b	4	32-16
M7	2	32-9
M7a1	2	33-17
M7a1a1	1	33-20
M7a1a1a	1	33-21
M7a1a2	4	33-23
M7a1a3	2	33-21
M7a1a4	2	33-21
M7a1a4a	3	33-24
M7a1a5	1	33-20
M7a1a5a	1	33-21
M7a1a6	1	33-20
M7a1a6a	2	35-20
M7a1a7	1	33-20
M7a1a8	2	33-21
M7a1a9	1	33-20
M7a1a	2	33-19
M7a1b1	4	33-24
M7a1b2	6	34-25
M7a1b	3	33-20
M7a2	1	32-16
M7a2a1	3	32-21
M7a2a2	3	33-20
M7a2a3	4	32-22
M7a2a3a	1	32-23
M7a2a	2	32-18
M7a	6	32-15
M7a_T16324C	1	32-16
M7b1	5	32-16
M7b1a1	2	32-23
M7b1a1_C16192T	1	32-24
M7b1a1a1	2	32-26
M7b1a1a1a	1	32-27
M7b1a1a1b1	1	32-28
M7b1a1a1b	1	32-27
M7b1a1a1c	1	32-27
M7b1a1a1d	1	32-27
M7b1a1a2	2	32-26
M7b1a1a3	3	32-27
M7b1a1a	1	32-24
M7b1a1b	3	33-25
M7b1a1c1	2	32-30
M7b1a1c	4	32-28
M7b1a1d1	1	32-26
M7b1a1d	1	32-25
M7b1a1e1	1	32-26
M7b1a1e2	2	32-27
M7b1a1e	1	32-25
M7b1a1f	1	32-25
M7b1a1g	2	32-26
M7b1a1h	1	32-25
M7b1a1i1	2	32-27
M7b1a1i	1	32-25
M7b1a2	8	33-28
M7b1a2a1	1	33-30
M7b1a2a1a	3	33-33
M7b1a2a1b1	1	33-32
M7b1a2a1b	1	33-31
M7b1a2a	1	33-29
M7b1a	5	32-21
M7b1b	8	32-24
M7b2	6	32-17
M7b2a	2	32-19
M7b	1	32-11
M7b'c	1	32-10
M7c1	3	32-17
M7c1a1	2	32-20
M7c1a1a1	1	32-22
M7c1a1a	1	32-21
M7c1a1b1	2	33-25
M7c1a1b	4	33-23
M7c1a2	1	32-19
M7c1a2a1	1	32-23
M7c1a2a	3	32-22
M7c1a3	1	32-19
M7c1a3a	1	32-20
M7c1a4	1	32-19
M7c1a4a	3	32-22
M7c1a4b	2	32-21
M7c1a5	6	32-24
M7c1a	1	32-18
M7c1b1	1	32-19
M7c1b2	2	32-20
M7c1b2a	1	32-21
M7c1b2b	2	32-22
M7c1b	1	32-18
M7c1c1	3	32-22
M7c1c1a1	1	32-24
M7c1c1a	1	32-23
M7c1c2	2	33-19
M7c1c2a	1	33-20
M7c1c3	1	32-20
M7c1c3a1	2	32-24
M7c1c3a	2	32-22
M7c1c3b	1	32-21
M7c1c3c	4	32-24
M7c1c3d	3	32-23
M7c1c3e	1	32-21
M7c1c3f	2	32-22
M7c1c3g	1	32-21
M7c1c3h	1	32-21
M7c1c3i	1	33-20
M7c1c	2	32-19
M7c2	9	32-23
M7c2a	1	32-24
M7c2b	1	32-24
M7c3	6	32-20
M7c	4	32-14
M8	5	32-12
M8a1	6	32-22
M8a1a	2	32-24
M8a2	1	32-18
M8a2'3	1	32-17
M8a2_T152C	1	33-18
M8a2a1	2	33-22
M8a2a	2	33-20
M8a2b	3	33-21
M8a2c	1	32-19
M8a2d	5	32-23
M8a2e	1	32-19
M8a3	1	32-18
M8a3a1	1	32-20
M8a3a	1	32-19
M8a	4	32-16
M9	2	32-9
M9a1	1	32-14
M9a1a1	1	32-16
M9a1a1a	2	33-17
M9a1a1b	3	32-19
M9a1a1c1	1	32-19
M9a1a1c1a	1	32-20
M9a1a1c1b1	2	35-20
M9a1a1c1b1a1	1	35-22
M9a1a1c1b1a2	2	35-23
M9a1a1c1b1a	1	35-21
M9a1a1c1b2	1	33-21
M9a1a1c1b	2	33-20
M9a1a1c1c	1	32-20
M9a1a1c	2	32-18
M9a1a1d	1	32-17
M9a1a2	2	32-17
M9a1a3	3	32-18
M9a1a	1	32-15
M9a1b1	1	33-18
M9a1b1a1	2	33-21
M9a1b1a	1	33-19
M9a1b1b	2	33-20
M9a1b1c	1	33-19
M9a1b2	1	33-18
M9a1b	3	33-16
M9a1b_C150T	1	33-17
M9a4	1	32-14
M9a4a1	2	33-16
M9a4a2	2	32-17
M9a4a	1	32-15
M9a4b	1	32-15
M9a5	3	32-16
M9a	2	32-13
M9a'b	2	32-11
M9b	8	33-18
M10	10	33-16
M10a1	1	34-20
M10a1_G16129A	1	34-21
M10a1a1	3	34-25
M10a1a1a	3	34-28
M10a1a1b1	2	35-28
M10a1a1b2	1	34-28
M10a1a1b	2	34-27
M10a1a	1	34-22
M10a1b	1	34-21
M10a2	2	34-21
M10a	4	34-19
M11	9	32-16
M11_A200G	1	32-17
M11a1	1	32-21
M11a2	2	32-22
M11a	2	32-20
M11a'b	1	32-18
M11b1	1	32-20
M11b1a1	3	33-24
M11b1a	2	32-22
M11b2	2	33-20
M11b	1	32-19
M11c	3	32-19
M11d	5	32-22
M12	8	32-16
M12'G	1	32-8
M12a1	3	32-21
M12a1a1	3	32-26
M12a1a2	5	33-27
M12a1a	2	32-23
M12a1b	4	33-24
M12a2	3	33-20
M12a	2	32-18
M12b1	1	32-20
M12b1a1	2	32-25
M12b1a2	2	32-25
M12b1a2a	2	33-26
M12b1a2b	1	32-26
M12b1a	3	32-23
M12b1b	6	32-26
M12b2	5	34-22
M12b2a	3	34-25
M12b	3	32-19
M13	1	33-9
M13'46'61	2	33-8
M13'46'61_T16362C	1	33-9
M13a1	2	33-20
M13a1a	3	33-23
M13a1b1	1	33-22
M13a1b	1	33-21
M13a2	6	33-24
M13a	8	33-18
M13a'b	1	33-10
M13b1	3	33-19
M13b2	8	34-23
M13b	6	33-16
M13c	5	33-14
M14	3	32-10
M15	13	32-20
M17	3	32-10
M17a	10	32-20
M17c1	2	32-13
M17c1a1	3	32-17
M17c1a1a	1	32-18
M17c1a	1	32-14
M17c	1	32-11
M18	3	32-12
M18'38	1	32-9
M18a	2	32-14
M18b	3	32-15
M18c	3	32-15
M19	13	33-20
M19'53	1	32-8
M20	20	33-27
M21	1	32-8
M21a	10	32-18
M21b1	2	32-13
M21b1a	2	32-15
M21b2	13	32-24
M21b	3	32-11
M21b_A210G	1	32-12
M22	3	32-10
M22a	3	32-13
M22b	1	32-11
M23	17	34-23
M23'75	1	32-8
M24	5	32-13
M24'41	1	32-8
M24a	3	33-15
M24b	5	32-18
M25	16	33-22
M26	15	33-21
M27	3	32-10
M27a1	3	32-28
M27a1a1	3	32-35
M27a1a2	1	32-33
M27a1a	4	32-32
M27a1b	1	33-28
M27a2	7	32-32
M27a2a	1	32-33
M27a2b	1	32-33
M27a3	4	32-29
M27a	15	32-25
M27b1	9	34-33
M27b2	3	33-28
M27b2a1	2	33-31
M27b2a	1	33-29
M27b2b1	1	33-30
M27b2b	1	33-29
M27b2c	1	33-29
M27b	16	33-25
M27c	14	32-24
M28	10	33-16
M28a1	1	33-21
M28a2	4	33-25
M28a2a	3	33-28
M28a3	4	33-25
M28a4	4	34-24
M28a5	2	33-22
M28a5a	2	33-24
M28a5b	2	33-24
M28a6	4	33-24
M28a6a	4	33-28
M28a7	1	33-21
M28a7a	3	33-24
M28a7b	3	33-24
M28a	4	33-20
M28a_T204C	1	33-21
M28b1	6	33-26
M28b	4	33-20
M29	11	33-18
M29'Q	1	32-8
M29a	8	33-26
M29b1	1	33-20
M29b	1	33-19
M30	2	32-10
M30_C16234T	1	32-11
M30a1	1	32-12
M30a2	1	32-12
M30a	1	32-11
M30b	4	33-13
M30c1	1	32-13
M30c1a1	1	32-15
M30c1a	1	32-14
M30c	2	32-12
M30d1	1	32-13
M30d2	1	32-13
M30d	2	32-12
M30e	3	33-13
M30f	2	32-12
M30g	2	32-12
M31	4	32-11
M31a1	9	33-22
M31a1a	1	33-23
M31a1b	1	33-23
M31a2	10	33-23
M31a	3	33-13
M31b1	1	33-16
M31b2	3	33-18
M31b	3	33-15
M31b'c	2	32-13
M31c	7	32-20
M32	2	32-10
M32'56	1	32-8
M32a	9	33-18
M32c	18	32-28
M33	1	32-8
M33_T16362C	1	32-9
M33a1	1	32-11
M33a1a	7	33-17
M33a1b	6	32-17
M33a2	3	32-14
M33a2'3	1	32-11
M33a2a	3	32-17
M33a3	2	32-13
M33a3a	3	32-16
M33a	2	32-10
M33b1	4	32-18
M33b2	1	32-15
M33b	5	32-14
M33c	6	32-15
M33d	14	33-21
M34	5	32-13
M34'57	1	32-8
M34a1	4	32-21
M34a1a	2	32-23
M34a2	3	32-20
M34a	4	32-17
M34b	5	32-18
M35	1	32-8
M35_T199C	1	32-9
M35a1	1	32-15
M35a1a	3	32-18
M35a2	2	32-16
M35a	5	32-14
M35b1	3	32-14
M35b2	1	32-12
M35b3	3	32-14
M35b4	3	32-13
M35b	1	32-10
M35b_T16304C	1	32-11
M35c	5	32-13
M36	3	32-10
M36a	7	33-16
M36b	11	32-21
M36c	10	32-20
M36d1	5	33-17
M36d	3	33-12
M37	1	32-9
M37_T152C	1	33-9
M37_T152C_C151T	1	33-10
M37a1	1	33-12
M37a	1	33-11
M37d	1	33-11
M37e2	1	32-14
M37e	4	32-13
M38	3	32-12
M38_T195C	1	32-13
M38_T199C	1	32-13
M38a	5	32-17
M38b	10	32-23
M38c	7	32-20
M38d	7	32-20
M38e	8	32-20
M39	6	34-11
M39'70	1	32-8
M39a1	1	34-17
M39a2	4	35-19
M39a	5	34-16
M39b1	2	34-15
M39b2	1	34-14
M39b	2	34-13
M39c	6	34-17
M40	4	32-11
M40a1	2	32-17
M40a1a	3	32-20
M40a1b	1	32-18
M40a	4	32-15
M41	8	32-16
M41a1	3	32-20
M41a	1	32-17
M41b	1	32-17
M41c	2	32-18
M42	1	32-9
M42'74	1	32-8
M42a	6	32-15
M42b1	6	32-18
M42b1a	3	32-21
M42b2	5	32-17
M42b	3	32-12
M43	4	32-12
M43_T16311C	1	32-13
M43a1	4	32-18
M43a	1	32-14
M43b	2	32-14
M44	3	32-10
M44a1	1	32-13
M44a	2	32-12
M45	3	32-11
M45a	6	34-15
M46	2	33-11
M46a	13	33-24
M47	5	32-12
M48	6	32-13
M49	2	32-9
M49a1	2	32-16
M49a2	3	33-16
M49a	5	32-14
M49c1	1	32-12
M49c	2	32-11
M49d	4	32-13
M49e1	1	32-13
M49e	3	32-12
M50	3	32-10
M50a1	9	32-25
M50a2	3	32-19
M50a	6	32-16
M51	8	32-16
M51a1	3	32-20
M51a1a	6	32-26
M51a1b	7	32-27
M51a2	7	32-24
M51a	1	32-17
M51b1	3	32-20
M51b1a	2	32-22
M51b1b	9	32-29
M51b	1	32-17
M52	5	32-12
M52a1	2	33-16
M52a1a	1	33-17
M52a1b1	8	34-25
M52a1b	2	33-18
M52a	3	33-14
M52b1	1	32-14
M52b1a	9	32-23
M52b	1	32-13
M53	10	32-18
M53b	4	32-22
M54	4	32-12
M55	18	34-24
M55'77	1	32-8
M56	3	32-11
M57	4	32-12
M57_T152C	1	33-12
M57a	1	33-13
M57b1	3	32-21
M57b	6	32-18
M58	2	32-9
M59	7	32-14
M60	2	32-9
M60a1	1	32-12
M60a2	3	32-14
M60a	2	32-11
M60b	9	32-18
M61	6	33-15
M61a	5	33-20
M62	9	32-19
M62'68	3	32-10
M62a	5	32-24
M62b1	1	32-22
M62b1a1	2	32-27
M62b1a	4	32-25
M62b2	2	32-23
M62b	1	32-20
M62b_T204C	1	32-21
M63	11	32-19
M64	10	33-17
M65	1	32-10
M65a1	5	32-18
M65a2	2	33-15
M65a	3	32-13
M65a_C16311T	1	33-13
M65b	3	32-13
M66	6	32-14
M66a	2	32-16
M66b	1	32-15
M67	13	32-22
M68	1	32-11
M68a1	5	35-28
M68a1a	3	35-31
M68a2	4	33-29
M68a2a	2	33-31
M68a	16	33-25
M69	2	32-9
M69a	14	32-23
M70	9	32-17
M71	3	32-10
M71_C151T	1	32-11
M71a1	4	32-16
M71a1a	1	32-17
M71a2	8	32-20
M71a	1	32-12
M71b	6	32-17
M71c	10	32-20
M72	6	32-13
M72a	1	32-14
M73	5	32-14
M73'79	2	32-9
M73a1	3	32-21
M73a	4	32-18
M73b	9	32-23
M74	4	32-12
M74a	7	32-19
M74b1	5	32-21
M74b2	6	33-21
M74b	4	32-16
M75	11	32-19
M76	10	33-16
M76a	12	33-28
M77	14	32-22
M79	14	33-22
M80	17	32-25
M80'D	1	32-8
M81	6	32-13
M91	6	32-13
M91a	7	32-20
M91b	10	32-23
M	4	32-7
N1	2	37-6
N1'5	1	37-4
N1a1	3	38-11
N1a1'2	1	37-9
N1a1a1	2	39-20
N1a1a1a1	3	40-23
N1a1a1a1a	2	40-25
N1a1a1a2	5	40-25
N1a1a1a3	1	39-22
N1a1a1a	1	39-21
N1a1a1b	10	39-30
N1a1a2	1	39-20
N1a1a3	1	38-20
N1a1a	8	38-19
N1a1a_T152C	1	39-19
N1a1b1	5	38-21
N1a1b	5	38-16
N1a2	9	37-18
N1a3	10	37-18
N1a3a1	4	38-22
N1a3a1a	4	39-25
N1a3a2	2	37-21
N1a3a3	7	39-24
N1a3a	1	37-19
N1a	2	37-8
N1b1	6	38-19
N1b1a1	3	40-22
N1b1a2	1	38-22
N1b1a2a	1	38-23
N1b1a2b	4	38-26
N1b1a3	1	38-22
N1b1a4	3	38-25
N1b1a4a	3	38-28
N1b1a5	1	38-22
N1b1a6	2	38-23
N1b1a7	1	38-23
N1b1a8	1	38-23
N1b1a8a	2	39-24
N1b1a8b	1	38-24
N1b1a	2	38-21
N1b1a_G16129A	1	38-22
N1b1a_T195C	1	38-22
N1b1b1	1	38-26
N1b1b	7	38-25
N1b2	5	39-17
N1b	8	38-13
N2	5	37-8
N2a1	2	37-16
N2a2	1	37-15
N2a	6	37-14
N3	17	37-20
N3a1	1	37-24
N3a	3	37-23
N3b	3	37-23
N5	7	37-11
N5a	12	37-23
N7	8	37-11
N7a1	4	38-26
N7a2	3	38-25
N7a	12	38-22
N7b	7	37-18
N8	12	37-15
N9	1	37-4
N9a1	3	37-14
N9a1'3	1	37-11
N9a1a	1	37-15
N9a2	2	37-13
N9a2'4'5'11	1	37-11
N9a2a1	3	37-17
N9a2a2	1	37-15
N9a2a3	2	37-16
N9a2a	1	37-14
N9a2c	3	37-16
N9a2d	2	37-15
N9a3	3	37-14
N9a4	3	37-14
N9a4a	1	37-15
N9a4b1	1	37-16
N9a4b	1	37-15
N9a5	4	37-15
N9a6	2	37-12
N9a6a	3	37-15
N9a6b	3	37-15
N9a7	2	37-12
N9a8	2	37-12
N9a9	1	37-11
N9a10	1	37-11
N9a10_T16311C	1	37-12
N9a10a1	1	38-14
N9a10a2	1	38-14
N9a10a2a	1	38-15
N9a10a	3	38-13
N9a10b	2	37-13
N9a11	8	37-19
N9a	6	37-10
N9b1	1	37-11
N9b1a	1	37-12
N9b1b	3	37-14
N9b1c1	1	37-13
N9b1c	1	37-12
N9b2	1	37-11
N9b2a	1	37-12
N9b3	1	37-11
N9b4	2	37-11
N9b	6	37-10
N10	4	37-7
N10a	13	37-20
N10b	19	38-25
N11	1	37-4
N11a1	2	37-19
N11a2	5	37-22
N11a	13	37-17
N11b	22	37-26
N13	13	38-15
N14	10	37-13
N21	8	37-11
N21_T195C	1	37-12
N21a	3	37-15
N22	7	37-10
N22a	5	37-14
N	5	37-3
O1	9	38-14
O1a	2	38-16
O	3	37-6
P1	5	39-10
P1_T152C	1	40-10
P1d1	1	39-12
P1d1a	1	39-13
P1d2	2	39-13
P1d2a	2	39-15
P1d	1	39-11
P1f	5	40-15
P2	6	40-11
P2'10	1	39-6
P3	7	40-10
P3a	6	40-15
P3b1	7	41-18
P3b	3	40-13
P4	3	39-7
P4a1	3	40-25
P4a	16	40-22
P4b1	8	40-19
P4b	5	39-12
P5	12	40-15
P6	3	39-7
P7	16	40-19
P8	17	40-21
P9	2	39-6
P9a	1	39-7
P10	24	39-30
P	1	39-4
P_C16176T	1	39-5
Q1	9	32-25
Q1'2	1	32-16
Q1_T16223C	1	33-25
Q1a1	1	33-27
Q1a1a	2	33-29
Q1a	1	33-26
Q1b	7	35-30
Q1c1	2	33-30
Q1c1a	2	33-32
Q1c2	2	33-30
Q1c2a	2	33-32
Q1c	3	33-28
Q1d	1	32-26
Q1e1	1	32-29
Q1e1a1	1	32-33
Q1e1a	3	32-32
Q1e1b1	1	32-31
Q1e1b	1	32-30
Q1e1c	3	32-32
Q1e	3	32-28
Q1f1	7	32-33
Q1f2	3	32-29
Q1f	1	32-26
Q2	4	33-19
Q2a1	4	33-28
Q2a2	2	33-26
Q2a2a	2	33-28
Q2a2b	5	33-31
Q2a3	1	33-25
Q2a3a	5	34-29
Q2a3b	4	33-29
Q2a4	1	33-25
Q2a	5	33-24
Q2b	12	36-28
Q3	2	32-17
Q3a1	2	32-23
Q3a	2	32-19
Q3a_C61T__G62A	2	32-21
Q3b	8	32-25
Q	7	32-15
R0	2	41-3
R0a1	1	41-11
R0a1_T152C	1	42-11
R0a1a1	1	41-16
R0a1a1a	1	41-17
R0a1a2	6	41-21
R0a1a3	4	41-19
R0a1a4	3	41-18
R0a1a	4	41-15
R0a1b	3	42-14
R0a2	1	42-12
R0a2'3	1	42-11
R0a2_T195C	1	42-13
R0a2a1	1	42-14
R0a2a	1	42-13
R0a2b	3	42-15
R0a2c	1	42-13
R0a2d	2	42-14
R0a2e	4	42-16
R0a2f1	5	42-18
R0a2f1a	1	42-19
R0a2f1b	1	42-19
R0a2f	1	42-13
R0a2g	1	42-13
R0a2h	2	42-14
R0a2i	4	42-16
R0a2j	2	43-14
R0a2k1	7	42-20
R0a2k	1	42-13
R0a2l	3	42-14
R0a2m	1	42-13
R0a2n	2	42-14
R0a3	1	42-12
R0a3a	1	42-13
R0a4	3	42-13
R0a	3	41-10
R0a'b	4	41-7
R0a_60.1T	1	42-10
R0b	13	42-19
R1	2	39-5
R1a1	2	39-22
R1a1a1	2	39-25
R1a1a1a	1	39-26
R1a1a2	3	39-26
R1a1a	1	39-23
R1a1b	2	39-24
R1a1c	1	39-23
R1a	15	39-20
R1b1	3	39-17
R1b	9	39-14
R2	9	40-12
R2'JT	1	39-4
R2_T13500C	1	40-13
R2_T13500C_T195C	1	40-14
R2a	2	40-16
R2b1	2	40-19
R2b	4	40-17
R2c	7	41-19
R2d	3	40-16
R5	5	39-8
R5a1	3	39-12
R5a1a	3	39-15
R5a2	6	40-14
R5a2a	2	41-15
R5a2b1	1	40-18
R5a2b2	1	41-17
R5a2b3	1	40-18
R5a2b4	1	40-18
R5a2b	4	40-17
R5a	1	39-9
R6	4	39-7
R6_G16129A	1	39-8
R6a1	5	39-16
R6a2	2	39-13
R6a	3	39-11
R6b	8	39-15
R7	3	39-6
R7a1	2	39-21
R7a1a	3	39-24
R7a1b1	2	39-24
R7a1b2	1	39-23
R7a1b	1	39-22
R7a	4	39-19
R7a'b	9	39-15
R7b1	3	39-23
R7b1a1	2	40-27
R7b1a	3	40-25
R7b2	7	39-27
R7b	5	39-20
R8	6	39-9
R8a1	3	39-14
R8a1_T16093C	1	39-15
R8a1a1	1	39-16
R8a1a1a1	1	39-18
R8a1a1a1a	3	39-21
R8a1a1a2	3	39-20
R8a1a1a	1	39-17
R8a1a1b	1	39-17
R8a1a1c	1	39-17
R8a1a1d	3	39-19
R8a1a2	2	39-17
R8a1a2a	4	39-21
R8a1a3	1	39-16
R8a1a	1	39-15
R8a1b	2	39-17
R8a2	4	40-14
R8a	2	39-11
R8b1	1	39-15
R8b1a	1	39-16
R8b2	6	39-19
R8b	5	39-14
R9	3	39-6
R9b1	3	39-10
R9b1a1	3	39-15
R9b1a1a	1	39-16
R9b1a2	1	39-13
R9b1a2a	3	39-16
R9b1a2b	1	39-14
R9b1a3	3	39-15
R9b1a	2	39-12
R9b1b	3	39-13
R9b2	10	39-17
R9b	1	39-7
R9c1	1	39-10
R9c1a1	1	39-20
R9c1a2	1	39-20
R9c1a3	1	39-20
R9c1a	9	39-19
R9c1b1	3	39-14
R9c1b2	2	39-13
R9c1b	1	39-11
R9c	3	39-9
R11	10	40-14
R11'B6	1	39-5
R11a	2	40-16
R11b1	1	40-16
R11b1a	2	40-18
R11b1b	1	40-17
R11b	1	40-15
R12	17	39-23
R12'21	3	39-6
R14	22	40-24
R21	20	40-25
R22	10	40-12
R23	18	39-21
R24	9	39-12
R24a	4	39-16
R30	1	39-4
R30a1	6	40-14
R30a1a	1	40-15
R30a1b1	2	40-18
R30a1b	2	40-16
R30a1c	6	40-20
R30a	5	39-9
R30b1	21	40-24
R30b2	6	39-11
R30b2a	1	39-12
R30b	1	39-5
R31	2	39-5
R31a1	6	40-25
R31a	15	39-20
R31b	22	39-27
R32	16	40-17
R	2	39-3
R_T16189C	1	39-4
S1	2	37-6
S1a	9	37-15
S2	3	37-7
S3	23	39-26
S4	9	38-13
S5	14	38-18
S	1	37-4
S_T152C	1	38-4
T1	3	39-20
T1a1	1	40-23
T1a1'3	1	40-22
T1a1_C152T	1	40-24
T1a1a1	1	40-25
T1a1a	1	40-24
T1a1b1	2	40-27
T1a1b	2	40-25
T1a1c	2	40-25
T1a1d	3	40-26
T1a1e	5	40-28
T1a1f	1	40-24
T1a1g	1	40-24
T1a1h	1	40-24
T1a1i	2	40-25
T1a1j	1	40-24
T1a1k1	3	40-27
T1a1k2	1	40-25
T1a1k	1	40-24
T1a1l	1	40-25
T1a1m1	2	41-26
T1a1m	2	40-25
T1a1n	1	40-24
T1a1p	1	40-24
T1a1q	1	40-24
T1a1r	2	41-24
T1a2	1	40-22
T1a2a	5	40-27
T1a2b	4	40-26
T1a3	1	40-23
T1a3a	1	40-24
T1a4	2	40-23
T1a5	1	39-22
T1a5a	3	39-25
T1a6	2	39-23
T1a7	3	39-24
T1a8	1	39-22
T1a8a	3	39-25
T1a8b	2	39-24
T1a9	2	39-23
T1a10	1	39-22
T1a10a	3	39-25
T1a11	7	41-27
T1a12	2	40-23
T1a13	2	40-23
T1a	1	39-21
T1a_T152C	1	40-21
T1b1	1	39-22
T1b2	2	39-23
T1b3	1	39-22
T1b4	1	39-22
T1b	1	39-21
T2	3	39-20
T2_C150T	1	39-21
T2_T16189C	1	39-21
T2a1	1	39-22
T2a1a1	2	39-26
T2a1a2	1	39-25
T2a1a3	1	39-25
T2a1a3a	1	39-26
T2a1a5	1	39-25
T2a1a6	1	39-25
T2a1a7	1	39-25
T2a1a8	1	39-25
T2a1a	2	39-24
T2a1b1	2	39-25
T2a1b1a1	1	39-27
T2a1b1a1a1	1	39-29
T2a1b1a1a2	2	39-30
T2a1b1a1a	1	39-28
T2a1b1a1b1	1	39-29
T2a1b1a1b	1	39-28
T2a1b1a2	2	39-28
T2a1b1a	1	39-26
T2a1b2	1	39-24
T2a1b2a	1	39-25
T2a1b2b	1	39-25
T2a1b	1	39-23
T2a2	2	39-24
T2a2a	1	39-25
T2a3	1	39-23
T2a	1	39-21
T2a_T195C	1	39-22
T2b1	1	39-24
T2b2	1	39-24
T2b2b1	2	40-26
T2b2b	1	40-24
T2b3	1	39-24
T2b3_C151T	1	39-25
T2b3a1	3	41-29
T2b3a	3	40-27
T2b3b	1	39-25
T2b3c	1	39-26
T2b3d	2	39-27
T2b3e	1	39-26
T2b4	1	39-24
T2b4_T152C	1	40-24
T2b4a1	1	39-26
T2b4a	1	39-25
T2b4b	1	40-25
T2b4c	1	40-25
T2b4d	1	40-25
T2b4e	1	40-25
T2b4f	1	40-25
T2b4g	1	40-25
T2b4h	1	40-25
T2b4i	2	39-26
T2b5	1	39-24
T2b5a1	2	40-26
T2b5a	1	39-25
T2b6	4	39-27
T2b6_T146C	1	39-28
T2b6a	1	39-28
T2b6b	4	39-32
T2b7	1	39-24
T2b7a1	3	40-26
T2b7a2	2	39-27
T2b7a3	2	39-27
T2b7a	1	39-25
T2b8	1	39-24
T2b9	2	39-26
T2b11	2	39-25
T2b13	1	39-24
T2b13a	1	39-25
T2b13b	1	39-25
T2b15	2	39-24
T2b16	1	39-25
T2b17	1	39-24
T2b17a	2	39-26
T2b19	1	39-24
T2b19b	2	39-26
T2b21	1	40-24
T2b21a	3	40-27
T2b21b	1	40-25
T2b22	3	40-26
T2b23	3	39-26
T2b23a	1	39-27
T2b24	1	39-24
T2b24a	2	39-26
T2b25	2	39-25
T2b26	1	39-24
T2b27	1	39-24
T2b28	2	39-25
T2b29	2	39-25
T2b30	1	39-24
T2b31	1	39-24
T2b32	3	39-26
T2b33	3	39-26
T2b34	3	39-26
T2b35	1	39-24
T2b36	1	39-24
T2b37	1	39-24
T2b	3	39-23
T2b_C150T	1	39-24
T2b_T152C	1	40-23
T2b_T16362C	1	39-24
T2c1	2	39-23
T2c1_T146C	1	39-24
T2c1a1	5	41-29
T2c1a2	1	40-26
T2c1a3	2	40-27
T2c1a	3	40-25
T2c1c1	5	39-30
T2c1c2	3	39-28
T2c1c	2	39-25
T2c1d1	1	39-28
T2c1d1a	1	39-29
T2c1d2	1	40-28
T2c1d2a	1	40-29
T2c1d	3	39-27
T2c1d_T152C	1	40-27
T2c1e	1	39-25
T2c1f	1	39-25
T2c	1	39-21
T2d1	3	40-23
T2d1a	1	40-24
T2d1b1	2	40-29
T2d1b2	1	40-28
T2d1b	4	40-27
T2d2	5	39-26
T2d	1	39-21
T2e1	1	39-23
T2e1a1	1	39-25
T2e1a1a	3	40-27
T2e1a1b1	4	39-30
T2e1a1b	1	39-26
T2e1a	1	39-24
T2e1b1	1	39-25
T2e1b	1	39-24
T2e2	1	39-23
T2e2a	1	39-24
T2e5	2	39-24
T2e6	1	39-23
T2e7	1	40-23
T2e	1	39-22
T2e_T152C	1	40-22
T2f1	2	39-24
T2f1a1	1	39-29
T2f1a	4	39-28
T2f2	3	39-25
T2f3	2	39-24
T2f4	1	39-23
T2f5	3	39-25
T2f6	1	39-23
T2f7	1	39-23
T2f7a	1	39-24
T2f8	1	39-23
T2f8a	1	39-24
T2f	2	39-22
T2g1	3	39-24
T2g1a1	1	39-26
T2g1a	1	39-25
T2g1b	1	39-25
T2g2	4	39-25
T2g2a	2	39-27
T2g	1	39-21
T2h1	2	39-23
T2h2	3	39-24
T2h	1	39-21
T2i1	1	39-24
T2i2	2	41-23
T2i	3	39-23
T2j1	4	39-25
T2j	1	39-21
T2k	4	39-24
T2l	1	39-21
T2m	4	39-25
T2n	2	40-21
T3	10	39-27
T	10	39-17
U1	7	39-13
U1a1	3	39-19
U1a1a1	2	40-23
U1a1a1a	1	40-24
U1a1a2	2	39-24
U1a1a3	4	40-26
U1a1a	4	39-22
U1a1a_G16129A	1	39-23
U1a1b	4	40-22
U1a1c1	1	39-21
U1a1c1a	2	39-23
U1a1c1b	4	39-25
U1a1c1c1	5	39-27
U1a1c1c	1	39-22
U1a1c1d1	2	39-24
U1a1c1d	1	39-22
U1a1c	1	39-20
U1a1d	2	39-21
