hGrp	HG00096
U5b3a	1	381-124.8
U5b3b1	1	381-131
U5b3b2	1	381-133.1
U5b3b	1	381-127.3
U5b3c	3	381-143.2
U5b3d	3	381-135.1
U5b3e	2	381-127.5
U5b3f	1	381-121.8
U5b3g	1	381-123.8
U5b3h	2	391-127.3
U5b	3	381-100
U6	2	381-60.4
U6a1	1	381-95.8
U6a1a1	3	381-122.7
U6a1a2	2	381-123
U6a1a	2	381-107.8
U6a1b1	4	381-124.4
U6a1b1a	2	381-130.7
U6a1b1b	4	381-154
U6a1b2	3	381-122.2
U6a1b3	1	381-110.2
U6a1b4	8	381-163.6
U6a1b	1	381-101.4
U6a2	1	381-104.9
U6a2_T195C	1	381-106.9
U6a2a1	2	381-136.2
U6a2a2	2	381-127.3
U6a2a2a	2	381-141.7
U6a2a	3	381-119.2
U6a2b1	2	381-130.8
U6a2b	2	381-120
U6a2c	1	381-113.2
U6a3	1	381-99.7
U6a3_G185A	1	381-104.2
U6a3a1	1	381-112.2
U6a3a1a	1	381-119.8
U6a3a2	2	381-114.1
U6a3a2a	2	381-124.7
U6a3a	1	381-106.4
U6a3b1	1	382-150.3
U6a3b	7	382-148.7
U6a3c	8	391-136.4
U6a3d1	1	381-113.3
U6a3d1a	5	381-152.4
U6a3d	1	381-106
U6a3e	8	381-164.5
U6a3f1	1	381-114.2
U6a3f2	1	381-113.4
U6a3f	1	381-106.9
U6a4	6	381-132.9
U6a5	4	381-113.5
U6a5a1	1	381-129.6
U6a5a	1	381-120.8
U6a5b	3	381-130.2
U6a5c	3	381-128.5
U6a6	1	381-88.7
U6a6a1	1	381-128.1
U6a6a	5	381-118.1
U6a6b1	1	381-112.7
U6a6b2	3	381-130
U6a6b	3	381-103.9
U6a7	1	381-94.4
U6a7a1	1	382-141.6
U6a7a1_C152T	1	382-151.6
U6a7a1a	2	382-161.6
U6a7a1b	1	382-144.3
U6a7a1c	1	382-160.4
U6a7a2	2	392-140.4
U6a7a2a	1	392-149.2
U6a7a	8	382-132.8
U6a7b1	5	401-121.7
U6a7b	3	391-101
U6a7c1	1	391-101.9
U6a7c	2	381-101.9
U6a8	1	381-104
U6a8a	4	381-138.3
U6a8b	6	381-135.1
U6a	3	381-87.7
U6a'b'd	1	381-68
U6a'b'd_T16311C	1	381-69.6
U6a_T16189C	1	381-89.7
U6a_T16189C_G103A	1	381-97.3
U6b1	2	381-92.3
U6b1a1	1	381-116.3
U6b1a	2	381-106.3
U6b1b	5	381-126.4
U6b2	4	381-109
U6b3	1	381-79.3
U6b3a	1	381-85.4
U6b	1	381-75.9
U6c1	2	381-140.7
U6c2	1	381-136.2
U6c	11	381-130.8
U6d1	3	381-108.2
U6d1a	1	381-112.8
U6d1b	1	381-117
U6d2	3	381-115.8
U6d3	1	381-99.5
U6d3a	3	381-125.9
U6d	3	381-91.9
U7	11	382-126.8
U7a1	1	382-136.7
U7a1a	3	382-164
U7a2	1	382-140.6
U7a2a	4	382-173.2
U7a3	1	382-136.9
U7a3a	1	382-145.7
U7a3b	2	382-149
U7a4	2	382-137.5
U7a4a1	2	382-150.3
U7a4a1a	1	382-160.3
U7a4a	1	382-142.2
U7a5	7	392-162.6
U7a	1	382-130.6
U7b1	2	382-145.6
U7b2	3	392-152.4
U7b	1	382-132.4
U8	1	381-63.3
U8a1	1	381-118.2
U8a1a1	1	381-152.8
U8a1a1a1	1	381-170.4
U8a1a1a	1	381-160.4
U8a1a1b1	1	381-172.8
U8a1a1b	1	381-162.8
U8a1a2	1	381-159.1
U8a1a3	2	381-166.6
U8a1a4	2	381-162.6
U8a1a	4	381-151.8
U8a1b	4	381-139.6
U8a2	3	381-126.9
U8a	6	381-110.1
U8b1	3	381-95.1
U8b1a1	3	381-133.5
U8b1a2	1	381-126.7
U8b1a2_T16311C	1	381-128.3
U8b1a2a	2	381-139.2
U8b1a2b	1	381-131.5
U8b1a	3	381-119.4
U8b1b1	1	391-115.3
U8b1b2	3	391-134.7
U8b1b	3	391-109.5
U8b	2	381-87.2
U8b'c	1	381-71.4
U8c	4	381-92.1
U9	4	381-100.2
U9a1	4	391-133.7
U9a	3	391-108.1
U9b1	4	391-135.2
U9b	1	381-110.2
U	3	381-47.2
V1	1	411-63.4
V1a1	1	411-77.5
V1a1a1	1	411-100.5
V1a1a	2	411-92.4
V1a1b	1	411-86.3
V1a	1	411-71
V1b	1	411-68.7
V2	1	411-60.3
V2a1	2	411-85.2
V2a1a	1	411-92.5
V2a	1	411-67.9
V2b1	1	411-79.1
V2b2	1	411-77.9
V2b	1	411-69.1
V2c	1	411-68.4
V3	1	411-61.6
V3a1	1	411-77.4
V3a	1	411-68.6
V3b	2	411-78.9
V3c	1	411-70.4
V4	1	411-64.1
V5	2	411-74.1
V6	1	411-63.4
V7	2	411-67.1
V7a1	1	411-90.8
V7a	2	411-80.8
V7b	4	421-90.6
V8	2	411-69.4
V9	2	411-62.3
V9a1	2	421-98.4
V9a2	1	421-95.1
V9a	4	421-86.3
V10	1	411-65.3
V10a	2	411-71.1
V10b1	1	411-76.2
V10b2	1	411-71.3
V10b	1	411-70.3
V11	2	411-68.6
V12	1	411-62.9
V13	2	411-70
V14	1	411-61.6
V15	1	411-65.3
V15a	1	411-75.3
V16	1	411-60.8
V17	2	411-74.1
V18	1	411-62.9
V18a	1	411-63.9
V19	1	411-60.5
V20	2	421-66.4
V21	2	421-66.9
V22	2	411-67.5
V23	1	411-62.6
V24	1	411-65.3
V25	1	411-64.1
V26	1	411-62.6
V27	1	411-64.1
V28	1	411-62.6
V	1	411-55.3
V_C72T	1	421-55.3
V_C150T	1	411-58
V_C16298T	1	421-55.3
W1	1	361-114.7
W1_T119C	1	361-124.7
W1a	2	361-131.6
W1b1	1	361-147.8
W1b	3	361-139
W1c1	3	361-152.1
W1c	1	361-131.4
W1d	9	381-152.2
W1e1	1	361-135.6
W1e1a	2	361-146.1
W1e	2	361-130.4
W1f	1	361-121.4
W1g	1	361-119.4
W1h1	1	361-119.6
W1h	1	361-118.6
W1i	1	361-131
W3	1	361-117.7
W3a1	1	361-131.7
W3a1_T199C	1	361-135.4
W3a1a1	1	361-147.2
W3a1a2	2	361-154.1
W3a1a3	1	361-147.8
W3a1a	1	361-140.5
W3a1b	1	361-139.8
W3a1c	1	361-142.4
W3a1d	1	361-140.3
W3a2	3	361-143.3
W3a	1	361-123.6
W3b1	2	371-131.2
W3b	2	361-122.4
W4	3	361-129.7
W4a1	2	371-145.8
W4a	1	361-139.7
W4b	1	361-137
W4c	1	371-129.7
W4d	1	361-138.5
W5	2	361-128.2
W5a1	1	361-146.5
W5a1a1	1	361-164.6
W5a1a1a	3	371-182.7
W5a1a	1	361-154.6
W5a2	1	361-142.2
W5a2b	2	361-159.8
W5a	2	361-139.5
W5b1	2	361-145
W5b1a	3	371-160.7
W5b	3	361-135.2
W6	4	361-132.8
W6a	1	361-141.6
W6b1	1	361-159.6
W6b	3	361-152.6
W6c1	1	361-158.6
W6c1a	1	361-168.6
W6c	2	361-151.6
W6d	1	361-141.6
W7	1	361-114.6
W8	2	361-122.8
W9	1	361-120.1
W	11	361-104.7
W_C194T	1	361-110.1
X1	5	371-94.2
X1'2'3	1	361-61.5
X1'3	1	361-63.3
X1a	3	371-119.4
X1c	2	371-107.3
X2	2	361-67.9
X2_G225A	1	361-77.9
X2_G225A_G153A	1	371-77.9
X2_G225A_T16223C	1	371-77.9
X2a1	4	371-125.3
X2a1a1	5	401-147.6
X2a1a	2	371-140.2
X2a1b1	1	371-142.3
X2a1b1a	1	371-149.3
X2a1b	1	371-135.3
X2a1c	3	371-145.9
X2a2	4	361-132
X2a	4	361-110.5
X2a'j	1	361-83.8
X2b1	2	361-121.9
X2b2	3	361-125.1
X2b3	2	361-113.7
X2b4	1	361-112.3
X2b4a1	1	369.1-121.1
X2b4a	1	369.1-112.3
X2b5	2	361-126
X2b6	4	361-135.9
X2b6a	1	361-145.9
X2b7	1	361-111.5
X2b8	1	361-112.7
X2b9	1	361-116
X2b10	3	361-124.3
X2b10a	1	361-132.4
X2b11	2	361-118.5
X2b12	1	361-119.3
X2b13	1	361-115.2
X2b	2	361-97.2
X2b'd	1	361-81.7
X2b_T226C	1	361-106
X2b_T226C_C16192T	1	361-110.5
X2c1	1	361-99.4
X2c1a	1	361-107
X2c1b	2	361-114.9
X2c1c1	1	361-108.2
X2c1c	1	361-103.9
X2c1d	1	361-107
X2c1e	2	361-112.9
X2c2	1	361-98.9
X2c	2	361-93.3
X2d1	4	381-123.2
X2d1a	3	381-146.1
X2d2	1	381-106.2
X2d	4	381-97.4
X2e1	1	361-87.9
X2e1a1	2	361-103.3
X2e1a	1	361-94.4
X2e1b	2	371-93
X2e2	2	371-97.9
X2e2a1	1	371-117.9
X2e2a2	2	372-114.2
X2e2a	1	371-107.9
X2e2b1	2	371-117.5
X2e2b	1	371-103.8
X2e2c1	3	391-127.6
X2e2c	3	381-110.7
X2e	1	361-87.9
X2f1	3	361-89.6
X2f	1	361-75.5
X2g	6	371-121.7
X2h	2	371-94.8
X2i1	1	371-88.9
X2i	1	361-83.8
X2i_A225G	1	371-83.8
X2j	7	371-129.4
X2k	1	361-75.5
X2l	3	371-103
X2m1	2	371-101.9
X2m2	4	371-120.8
X2m	2	371-91
X2m'n	1	361-86.7
X2n	6	361-133.4
X2o1	2	371-96.9
X2o	3	361-95.9
X2p1	6	361-118
X2p	1	361-76.7
X3	5	361-97.2
X3a	1	361-107.2
X4	7	362-85.3
X	6	361-56.5
Y1	3	371-82.4
Y1a1	1	371-100
Y1a2	1	371-100.3
Y1a	1	371-92.4
Y1a_T16189C	1	371-94.4
Y1b1	1	371-109.3
Y1b1a	1	371-118.1
Y1b	2	371-101.2
Y2	7	371-114.1
Y2a1	1	371-129.9
Y2a1a	2	371-145.5
Y2a	1	371-122.9
Y2b	1	371-122.2
Y	7	371-70.6
Z1	1	312-132.2
Z1a1	1	312-158.6
Z1a1a	2	312-178.6
Z1a1b	2	312-169.2
Z1a2	1	312-158.3
Z1a2a	1	312-168.3
Z1a3	1	312-159.8
Z1a	4	312-151
Z2	4	312-152.2
Z3	1	312-132.2
Z3_G709A	1	312-135.2
Z3a1	1	312-170.2
Z3a1a	2	312-189
Z3a2	5	312-195.7
Z3a	4	312-160.2
Z3b	3	312-145.9
Z3c	1	312-142.8
Z3d	1	312-145.2
Z4	3	312-136
Z4a1	3	322-151.9
Z4a1a1	6	332-189.1
Z4a1a	1	322-158.4
Z4a	1	312-143.6
Z5	8	311-188.4
Z7	8	312-182.2
Z	5	311-122.2
Z_T152C	1	312-122.2
